,0,ASIN,ModuleDegree,BelongsTo
294,0.00017304031839418578,B000060MVI,1,270
299,0.00017304031839418578,B000060MVK,1,271
300,0.00017304031839418578,B000060MVL,1,272
306,0.00017304031839418578,6305519471,1,273
313,0.00017304031839418578,B000021Y7K,1,274
315,0.00017304031839418578,B000067IVX,1,275
327,0.00017304031839418578,B00007G1VK,1,276
331,0.00017304031839418578,0767827635,1,277
333,0.00017304031839418578,B00007G1V3,1,278
360,0.00017304031839418578,B000065AYV,1,279
362,0.00017304031839418578,6304602871,1,280
363,0.00017304031839418578,B000065AYX,1,281
367,0.00017304031839418578,B00000JJHL,1,282
371,0.00017304031839418578,B00006IUFW,1,283
372,0.00017304031839418578,B00006IUFU,1,284
374,0.00017304031839418578,B00006IUFQ,1,285
377,0.00017304031839418578,B000068GQY,1,286
378,0.00017304031839418578,6305989397,1,287
387,0.00017304031839418578,B00006WV6Z,1,288
407,0.00017304031839418578,B00005KAQJ,1,289
411,0.00017304031839418578,B000063K1C,1,290
417,0.00017304031839418578,B000063K1S,1,291
433,0.00017304031839418578,B000075SNH,1,292
477,0.00017304031839418578,B00007G1TX,1,293
479,0.00017304031839418578,1929732031,1,294
495,0.00017304031839418578,B000094J8B,1,295
498,0.00017304031839418578,B00005LDDC,1,296
505,0.00017304031839418578,B00008XS0U,1,297
509,0.00017304031839418578,B00005B34Y,1,298
530,0.00017304031839418578,B00004TJ0I,1,300
543,0.00017304031839418578,B00005JL78,1,301
545,0.00017304031839418578,B00005ICEE,1,302
550,0.00017304031839418578,B00006JDUW,1,303
559,0.00017304031839418578,6305732248,1,304
583,0.00017304031839418578,6305701202,1,305
585,0.00017304031839418578,B000031EFY,1,306
594,0.00017304031839418578,B00000K31T,1,307
597,0.00017304031839418578,B00007AJE2,1,308
600,0.00017304031839418578,B00007AJE7,1,309
611,0.00017304031839418578,B00007AJEH,1,310
612,0.00017304031839418578,B00007AJEK,1,311
616,0.00017304031839418578,B00007AJEA,1,312
623,0.00017304031839418578,6305537348,1,313
627,0.00017304031839418578,B00000F4L7,1,314
636,0.00017304031839418578,B00002ND77,1,315
646,0.00017304031839418578,0767821548,1,316
649,0.00017304031839418578,B000068U01,1,317
