,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote,visited,v1,v2,v3,v4,v5
8282,8282,169979,B00004U2MV,Video,27528,3,493277,380705,302531,,,2,4.0,12,5,87.0,32.0,0.0,0.0,0.0
8283,8283,169982,B00004U2MT,Video,7719,3,459535,,347541,301192,,3,4.0,33,6,64.0,0.0,2.0,31.0,0.0
8284,8284,170086,0769720528,Video,32668,2,394283,108897,,,,0,0.0,0,5,0.0,14.0,0.0,0.0,0.0
8287,8287,170119,6303522351,Video,10577,1,,534693,,,,7,5.0,61,2,0.0,19.0,0.0,0.0,0.0
8290,8290,170170,6302787041,Video,22903,4,54792,242163,,269172,372834,4,3.5,65,5,26.0,66.0,0.0,134.0,60.0
8291,8291,170189,6304170319,Video,47527,1,34871,,,,,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
8292,8292,170198,6304254660,Video,47507,1,433150,,,,,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
8295,8295,170225,0965381803,Video,23553,2,,332556,,524878,,2,5.0,17,2,0.0,28.0,0.0,139.0,0.0
8296,8296,170227,B00006FMB6,Video,181,3,6867,126333,,,466406,3,4.5,24,5,506.0,165.0,0.0,0.0,1432.0
8297,8297,170229,B00006FMB7,Video,16179,1,,,,6867,,14,4.0,114,3,0.0,0.0,0.0,506.0,0.0
8302,8302,170286,6304851790,Video,13792,4,129810,491924,,21869,336308,7,5.0,74,5,191.0,1028.0,0.0,401.0,86.0
8305,8305,170327,0767801822,Video,21526,3,78359,55727,335007,,,8,4.5,30,6,6.0,13.0,19.0,0.0,0.0
8306,8306,170456,6305396108,Video,21206,5,42543,286543,99844,521002,514462,4,5.0,19,9,31.0,16.0,32.0,13.0,12.0
8316,8316,170561,B00005LQ68,Video,30649,2,199716,249102,,,,10,4.0,42,2,35.0,47.0,0.0,0.0,0.0
8320,8320,170651,630347117X,Video,18534,4,402054,,534204,15057,71000,8,4.0,37,6,18.0,0.0,11.0,29.0,94.0
8321,8321,170652,B00001NTWJ,Video,30777,1,170653,,,,,2,3.0,52,1,0.0,0.0,0.0,0.0,0.0
8325,8325,170756,6303144217,Video,5873,5,485105,203633,512147,363363,189109,20,4.0,44,9,76.0,47.0,79.0,3.0,121.0
8328,8328,170794,630310116X,Video,27270,1,,,,409862,,8,3.0,88,1,0.0,0.0,0.0,25.0,0.0
8330,8330,170843,B00006B0V6,Video,25308,3,,93283,408530,4632,,10,4.0,22,4,0.0,6.0,1163.0,105.0,0.0
8331,8331,170917,630195999X,Video,8493,2,,493128,,,137034,7,4.0,24,4,0.0,66.0,0.0,0.0,59.0
8334,8334,170962,B000009RZS,Video,13329,2,324080,,337556,,,3,4.5,43,11,0.0,0.0,38.0,0.0,0.0
8335,8335,170965,6305347085,Video,2459,3,277946,,541904,,332078,49,4.0,20,5,70.0,0.0,68.0,0.0,34.0
8339,8339,171032,B00005AB7G,Video,28000,2,,,380456,463461,,1,4.0,7,2,0.0,0.0,9.0,13.0,0.0
8347,8347,171230,B00005UQEQ,Video,17779,5,289111,289104,532127,410284,395686,6,5.0,2,6,43.0,40.0,14.0,25.0,75.0
8349,8349,171263,0767814193,Video,21570,5,385748,242059,428961,178956,409509,5,5.0,3,12,6.0,28.0,5.0,27.0,9.0
8353,8353,171411,6303257488,Video,32383,1,,,357371,,,2,5.0,15,1,0.0,0.0,12.0,0.0,0.0
8354,8354,171460,6300271102,Video,24734,1,428295,,,,,5,4.0,41,7,49.0,0.0,0.0,0.0,0.0
8357,8357,171491,0307142094,Video,21522,4,404752,,492349,32239,337503,0,0.0,0,7,33.0,0.0,39.0,11.0,0.0
8358,8358,171520,6301415116,Video,22806,3,,327595,,384942,273086,3,3.5,20,5,0.0,48.0,0.0,434.0,62.0
8359,8359,171553,6304196709,Video,10387,5,134247,458567,258658,442607,223767,0,0.0,0,12,0.0,9.0,0.0,1.0,1.0
8360,8360,171584,1574924346,Video,15346,2,185083,,,441324,,16,4.0,65,3,78.0,0.0,0.0,8.0,0.0
8364,8364,171678,630236907X,Video,2624,5,123304,385197,56711,535197,70028,0,0.0,0,11,0.0,9.0,32.0,0.0,1.0
8365,8365,171735,0792252063,Video,4329,3,399919,146589,,16618,,3,4.5,8,9,35.0,0.0,0.0,3.0,0.0
8367,8367,171771,6303181848,Video,4351,5,97507,136767,122136,149503,341065,16,5.0,58,9,88.0,56.0,6.0,44.0,8.0
8370,8370,171950,6304473958,Video,10430,5,465550,37661,428620,79329,125798,3,5.0,39,7,37.0,116.0,97.0,103.0,21.0
8373,8373,172036,0792158334,Video,2996,5,59509,537726,294094,84384,311354,9,4.0,24,14,57.0,39.0,28.0,23.0,77.0
8376,8376,172147,6301900324,Video,6608,2,,,472777,520462,,5,5.0,30,4,0.0,0.0,13.0,6.0,0.0
8380,8380,172287,6303484115,Video,14338,4,455726,,524878,536660,80452,10,4.5,81,5,21.0,0.0,139.0,23.0,62.0
8381,8381,172399,1575238888,Video,23767,3,523545,503879,491924,,,30,4.5,360,3,158.0,59.0,1028.0,0.0,0.0
8383,8383,172416,0767017021,Video,27037,2,383767,149132,,,,2,5.0,3,2,29.0,6.0,0.0,0.0,0.0
8385,8385,172444,1578072093,Video,22569,2,,122231,,528503,,4,5.0,30,6,0.0,25.0,0.0,17.0,0.0
8389,8389,172486,B000066BWA,Video,16861,3,78039,321404,438795,,,10,4.5,151,4,287.0,113.0,24.0,0.0,0.0
8391,8391,172551,6305053103,Video,18261,1,,,,260965,,3,5.0,27,1,0.0,0.0,0.0,0.0,0.0
8393,8393,172651,6302373964,Video,19216,1,379408,,,,,2,4.0,14,2,26.0,0.0,0.0,0.0,0.0
8394,8394,172658,6301978374,Video,4578,2,,,424343,441647,,14,4.5,109,5,0.0,0.0,0.0,45.0,0.0
8399,8399,172927,B000065U4R,Video,18034,1,,,,138819,,2,3.0,25,1,0.0,0.0,0.0,32.0,0.0
8400,8400,172932,B000006E1N,Video,6426,1,,519057,,,,5,4.0,48,2,0.0,189.0,0.0,0.0,0.0
8402,8402,172993,B00007G20U,Video,22063,4,280568,338047,,276693,397295,1,4.0,1,7,6.0,52.0,0.0,0.0,191.0
8403,8403,172996,1567301525,Video,22481,2,,87674,43910,,,5,4.0,42,2,0.0,391.0,7.0,0.0,0.0
8417,8417,173233,1558903720,Video,14013,5,91822,94586,502899,390460,536001,2,2.5,2,8,14.0,15.0,27.0,37.0,97.0
8420,8420,173344,6301752511,Video,28799,3,51089,117593,,,123623,1,5.0,6,5,1.0,0.0,0.0,0.0,9.0
8427,8427,173425,B00002AMF8,Video,25418,4,17850,389019,45539,,17852,4,4.5,38,8,82.0,31.0,15.0,0.0,32.0
8430,8430,173483,1568551770,Video,20361,3,,282997,57574,106027,,3,5.0,26,17,0.0,0.0,71.0,18.0,0.0
8431,8431,173573,0784017972,Video,785,3,198608,424117,,,281462,4,5.0,38,6,105.0,138.0,0.0,0.0,492.0
8433,8433,173615,630403945X,Video,23298,2,,,500988,,39498,2,4.0,9,2,0.0,0.0,175.0,0.0,79.0
8435,8435,173626,6305226938,Video,9446,1,211955,,,,,108,3.5,678,1,375.0,0.0,0.0,0.0,0.0
8437,8437,173664,6302877563,Video,25565,1,,,,,25077,3,3.5,9,1,0.0,0.0,0.0,0.0,97.0
8438,8438,173670,6303471242,Video,16761,5,369246,369245,20773,74365,4852,1,5.0,2,13,22.0,29.0,16.0,18.0,0.0
8448,8448,173935,6303675220,Video,2318,3,465069,,,32821,32873,32,4.5,66,12,57.0,0.0,0.0,65.0,39.0
8450,8450,174012,6300268985,Video,5239,3,469923,153731,,,536284,10,4.0,41,5,334.0,137.0,0.0,0.0,51.0
8452,8452,174050,6303335357,Video,30740,1,,,,431845,,5,4.5,37,3,0.0,0.0,0.0,58.0,0.0
8453,8453,174110,6303027180,Video,28944,4,61357,146843,,519640,364530,6,4.5,55,5,7.0,63.0,0.0,493.0,193.0
8459,8459,174206,B00005OCQE,Video,27966,5,401357,548526,401386,401355,174208,1,5.0,7,10,105.0,8.0,53.0,40.0,0.0
8461,8461,174208,B00005OCQB,Video,27385,5,401357,548526,174206,401355,401386,0,0.0,0,9,105.0,8.0,7.0,40.0,53.0
8464,8464,174244,6302000939,Video,15336,2,,81244,,,246118,4,3.5,15,4,0.0,0.0,0.0,0.0,26.0
8468,8468,174363,6302593298,Video,8883,5,276573,517735,53327,348369,221146,9,4.0,34,13,43.0,63.0,64.0,45.0,48.0
8473,8473,174504,0784001308,Video,4038,3,,507437,,5089,529301,13,4.0,115,3,0.0,134.0,0.0,75.0,31.0
8476,8476,174582,0792168313,Video,8107,1,,,,114258,,9,4.5,37,3,0.0,0.0,0.0,0.0,0.0
8477,8477,174599,B000068MOS,Video,15865,4,241337,174605,174603,,362041,21,4.0,80,7,1073.0,38.0,34.0,0.0,136.0
8478,8478,174600,B00004FR5X,Video,25925,1,,207214,,,,6,5.0,100,2,0.0,6.0,0.0,0.0,0.0
8479,8479,174603,B000068MOT,Video,19697,5,174605,174599,241337,37094,105494,6,3.0,34,7,38.0,80.0,1073.0,51.0,3.0
8480,8480,174605,B000068MOU,Video,23785,4,174599,174603,241337,,362043,5,4.5,38,7,80.0,34.0,1073.0,0.0,79.0
8482,8482,174608,B000068MOF,Video,19887,3,,,148282,482659,458572,0,0.0,0,5,0.0,0.0,1.0,0.0,3.0
8483,8483,174610,B000068MOG,Video,15677,3,,207719,,49566,301168,6,5.0,5,3,0.0,30.0,0.0,59.0,84.0
8484,8484,174611,B000068MOE,Video,1445,2,507642,282997,,,,2,5.0,6,3,10.0,0.0,0.0,0.0,0.0
8485,8485,174617,6305849633,Video,15727,1,,,,,130900,12,3.5,155,1,0.0,0.0,0.0,0.0,210.0
8487,8487,174631,630444303X,Video,25608,5,272669,394804,248173,246476,91623,4,3.5,10,10,21.0,32.0,25.0,17.0,20.0
8495,8495,174734,B00000EZWZ,Video,20077,5,295526,295529,180175,105242,397295,8,5.0,25,8,16.0,11.0,57.0,0.0,191.0
8498,8498,174825,B00005J772,Video,14492,4,284431,284434,231560,216870,,0,0.0,0,6,3.0,0.0,62.0,170.0,0.0
8506,8506,175000,B00005RCUR,Video,13367,3,98761,142449,2069,,,5,4.0,23,6,412.0,100.0,65.0,0.0,0.0
8507,8507,175001,B00005RCUV,Video,34113,3,,98761,142449,175000,,3,3.0,33,5,0.0,412.0,100.0,23.0,0.0
8508,8508,175002,B00005RCUU,Video,29622,4,175005,142449,2069,98761,,2,3.5,25,8,58.0,100.0,65.0,412.0,0.0
8509,8509,175003,B00005RCUT,Video,27271,4,175002,175001,,142449,2069,3,3.0,33,4,25.0,33.0,0.0,100.0,65.0
8510,8510,175005,B00005RCUS,Video,34296,2,175001,175002,,,,3,3.0,58,3,33.0,25.0,0.0,0.0,0.0
8511,8511,175025,6300229386,Video,8774,1,467485,,,,,15,4.0,136,2,39.0,0.0,0.0,0.0,0.0
8512,8512,175037,6303305695,Video,10754,1,,,,351330,,2,5.0,17,2,0.0,0.0,0.0,14.0,0.0
8514,8514,175053,630358991X,Video,10663,3,,,191108,23076,537667,3,3.5,15,3,0.0,0.0,63.0,80.0,199.0
8517,8517,175103,1574927000,Video,10964,3,,,248152,447746,517522,35,4.5,109,3,0.0,0.0,162.0,57.0,555.0
8522,8522,175226,B0000638SU,Video,10568,3,,387228,203844,445819,,7,5.0,8,4,0.0,5.0,44.0,21.0,0.0
8526,8526,175251,6303002110,Video,10251,5,299274,200262,519723,100294,107317,6,3.0,58,7,15.0,57.0,65.0,149.0,326.0
8529,8529,175326,6304794452,Video,25217,3,169974,,95790,177864,,3,4.5,5,7,0.0,0.0,4.0,21.0,0.0
8533,8533,175375,6302263948,Video,9276,2,,360553,,238603,,9,5.0,99,5,0.0,181.0,0.0,133.0,0.0
8538,8538,175451,157252314X,Video,21452,1,,,,441153,,33,4.5,514,1,0.0,0.0,0.0,322.0,0.0
8542,8542,175522,0966836715,Video,5590,3,,486117,81461,,409420,11,4.5,69,3,0.0,257.0,299.0,0.0,110.0
8553,8553,175776,0925279269,Video,6234,3,184751,,228388,190231,,3,3.5,51,8,256.0,0.0,26.0,0.0,0.0
8557,8557,175837,6301415027,Video,2864,5,306998,77458,51893,126072,110946,1,2.0,16,18,0.0,2.0,0.0,15.0,0.0
8560,8560,175930,630395278X,Video,19445,1,,185005,,,,59,4.0,205,1,0.0,96.0,0.0,0.0,0.0
8564,8564,175974,6302872197,Video,4297,5,328054,364530,184730,56155,260549,21,4.5,72,18,153.0,193.0,42.0,190.0,143.0
8566,8566,176080,6302711061,Video,30980,1,,518880,,,,3,4.5,29,2,0.0,44.0,0.0,0.0,0.0
8573,8573,176302,B00000JWYB,Video,9786,2,282818,,,283941,,9,4.5,106,2,191.0,0.0,0.0,195.0,0.0
8574,8574,176365,630422754X,Video,2390,5,385610,43778,410902,488377,374706,22,4.0,320,10,1339.0,187.0,248.0,565.0,66.0
8575,8575,176376,6305165890,Video,5689,3,,3696,408749,522276,,17,4.0,34,6,0.0,53.0,20.0,28.0,0.0
8576,8576,176477,0967124816,Video,10816,1,,,,,225238,19,4.5,127,1,0.0,0.0,0.0,0.0,50.0
8577,8577,176503,1574925024,Video,4628,2,126753,151351,,,,1,5.0,4,4,14.0,15.0,0.0,0.0,0.0
8578,8578,176510,B00005TZ9Q,Video,339,3,496020,,144235,293585,,4,5.0,22,8,21.0,0.0,47.0,0.0,0.0
8579,8579,176512,B00005TZ9R,Video,10510,3,496020,,144235,293585,,4,5.0,20,3,21.0,0.0,47.0,0.0,0.0
8581,8581,176520,6304945795,Video,19232,4,28180,250630,,438038,266081,9,4.5,72,7,348.0,81.0,0.0,107.0,75.0
8585,8585,176561,B000056T5K,Video,8704,1,,,,,289496,40,4.5,80,1,0.0,0.0,0.0,0.0,135.0
8586,8586,176580,6303953301,Video,6851,4,71,,223582,151477,272914,2,4.0,2,9,29.0,0.0,20.0,32.0,12.0
8591,8591,176803,6300265951,Video,28463,1,488780,,,,,2,5.0,1,2,30.0,0.0,0.0,0.0,0.0
8598,8598,177017,1558800174,Video,5742,4,92416,162784,27672,,7154,20,4.5,396,6,45.0,396.0,261.0,0.0,415.0
8602,8602,177054,6305762511,Video,13226,1,,,331424,,,25,4.5,136,3,0.0,0.0,33.0,0.0,0.0
8610,8610,177251,B00005LKJ4,Video,28736,2,139302,,,,165617,1,5.0,5,5,20.0,0.0,0.0,0.0,8.0
8618,8618,177374,B00004W224,Video,13261,5,363420,136179,136177,523408,354092,2,5.0,5,16,22.0,13.0,45.0,10.0,0.0
8620,8620,177428,6302453216,Video,26277,2,,,543269,,441000,5,3.0,19,2,0.0,0.0,65.0,0.0,65.0
8626,8626,177543,6303445594,Video,40803,1,,,,258612,,3,3.5,37,1,0.0,0.0,0.0,80.0,0.0
8632,8632,177685,0783107749,Video,22165,1,342471,,,,,2,4.5,9,2,19.0,0.0,0.0,0.0,0.0
8637,8637,177845,6302985331,Video,10108,2,,293126,209520,,,3,4.5,32,2,0.0,174.0,112.0,0.0,0.0
8638,8638,177862,B00004R60Y,Video,10072,2,377962,,,450549,,1,3.0,1,4,70.0,0.0,0.0,4.0,0.0
8639,8639,177864,B00004R60W,Video,5505,4,,42654,347541,175326,169982,6,5.0,21,5,0.0,3.0,2.0,5.0,33.0
8640,8640,177866,B00004R60Z,Video,34164,1,210889,,,,,1,5.0,11,2,0.0,0.0,0.0,0.0,0.0
8642,8642,177920,630529173X,Video,7636,3,277288,120079,,414076,,21,4.5,172,5,164.0,43.0,0.0,96.0,0.0
8647,8647,178071,0783112947,Video,35147,4,,202547,454322,475322,507872,1,5.0,3,8,0.0,3.0,0.0,2.0,0.0
8648,8648,178090,6304479689,Video,3249,2,,188893,117547,,,29,4.5,148,7,0.0,159.0,128.0,0.0,0.0
8652,8652,178348,6302772729,Video,32355,3,150241,,120021,84146,,4,5.0,12,4,63.0,0.0,758.0,299.0,0.0
8657,8657,178487,0767024389,Video,18213,5,442444,76238,301278,26932,499304,2,5.0,21,11,18.0,73.0,75.0,41.0,23.0
8658,8658,178504,1563456370,Video,28100,2,224605,283764,,,,0,0.0,0,5,30.0,0.0,0.0,0.0,0.0
8664,8664,178581,B00000G3OJ,Video,23685,2,,503213,406062,,,3,5.0,19,3,0.0,38.0,4.0,0.0,0.0
8668,8668,178737,6302610648,Video,8701,4,398393,371712,,487494,76374,7,4.0,47,10,31.0,26.0,0.0,41.0,20.0
8673,8673,178750,B00005JHAA,Video,6979,4,300731,6799,,191108,265222,4,5.0,18,4,315.0,345.0,0.0,63.0,26.0
8675,8675,178779,B00004SPYC,Video,25256,4,,199132,354800,199092,199134,1,5.0,2,8,0.0,17.0,7.0,17.0,43.0
8676,8676,178780,6302908981,Video,1791,4,,522781,509488,286704,194705,15,5.0,44,7,0.0,140.0,115.0,56.0,5.0
8677,8677,178783,6302374332,Video,32138,2,73388,12147,,,,12,4.5,48,4,21.0,31.0,0.0,0.0,0.0
8680,8680,178822,B000056PY9,Video,22112,2,,459977,,443970,,4,3.5,40,3,0.0,0.0,0.0,119.0,0.0
8685,8685,178956,0767833163,Video,12228,5,242059,412806,154850,408530,409509,8,5.0,27,17,28.0,5.0,0.0,1163.0,9.0
8690,8690,179065,B00006785F,Video,26039,1,,,,286209,,9,4.5,39,6,0.0,0.0,0.0,78.0,0.0
8693,8693,179106,B000068TSO,Video,4538,4,352091,143159,110523,452766,,2,5.0,7,7,7.0,0.0,14.0,0.0,0.0
8694,8694,179110,B000068TSK,Video,33943,1,,,,46147,,16,4.5,135,1,0.0,0.0,0.0,56.0,0.0
8697,8697,179116,B000068TSZ,Video,7198,3,502010,,7651,179914,,3,5.0,5,7,3.0,0.0,4.0,0.0,0.0
8698,8698,179120,B000068TSU,Video,16466,4,245033,,109087,263318,425683,6,4.5,15,5,7.0,0.0,64.0,49.0,19.0
8701,8701,179138,B00002AFWO,Video,10548,5,362046,347528,362042,362041,536276,72,4.5,601,7,369.0,290.0,193.0,136.0,15.0
8708,8708,179169,B000006BSG,Video,55586,1,,,,232529,,7,3.0,52,1,0.0,0.0,0.0,39.0,0.0
8712,8712,179272,B00004WGB0,Video,7254,5,209245,139548,157664,269361,38727,14,4.0,20,5,14.0,17.0,100.0,57.0,17.0
8713,8713,179286,B00004WGB1,Video,17825,3,108439,,334222,63402,,8,4.0,12,3,45.0,0.0,28.0,22.0,0.0
8714,8714,179310,B00004WGB2,Video,23200,2,,,334161,,209252,6,4.5,18,4,0.0,0.0,30.0,0.0,7.0
8720,8720,179387,6303589820,Video,25490,3,66709,,,444392,517289,3,4.0,32,4,62.0,0.0,0.0,30.0,248.0
8724,8724,179394,630213014X,Video,3226,1,145038,,,,,23,4.5,68,2,12.0,0.0,0.0,0.0,0.0
8725,8725,179434,6305369143,Video,987,4,297799,532440,358540,,466122,30,4.5,168,11,89.0,74.0,16.0,0.0,58.0
8728,8728,179575,1891871005,Video,10571,1,,14320,,,,5,4.0,61,3,0.0,34.0,0.0,0.0,0.0
8730,8730,179592,6301798058,Video,4945,2,,56959,260929,,,23,4.5,125,8,0.0,34.0,3.0,0.0,0.0
8731,8731,179608,6303002064,Video,2414,5,51360,411719,248152,514587,479483,17,5.0,62,5,72.0,183.0,162.0,461.0,265.0
8732,8732,179632,6302864550,Video,19659,2,,,,31353,61172,3,4.5,6,2,0.0,0.0,0.0,45.0,75.0
8736,8736,179787,630443250X,Video,6926,4,331907,,166530,504233,317488,1,5.0,52,5,78.0,0.0,39.0,140.0,81.0
8738,8738,179823,B00004WGBQ,Video,18283,4,510551,83892,,222941,97057,2,4.5,8,4,97.0,78.0,0.0,40.0,22.0
8749,8749,179914,B00005NVDM,Video,11727,5,502010,179116,7651,34204,404319,0,0.0,0,7,3.0,5.0,4.0,8.0,19.0
8750,8750,179916,B00005NVDL,Video,6532,1,,220145,,,,2,5.0,7,4,0.0,27.0,0.0,0.0,0.0
8751,8751,179920,B00005NVDK,Video,16132,5,7646,179916,529105,313220,427724,2,5.0,3,6,6.0,7.0,10.0,15.0,83.0
8755,8755,179972,6302816149,Video,3725,3,,507912,,387596,498117,12,4.0,243,8,0.0,29.0,0.0,26.0,75.0
8757,8757,179994,B00004YRWZ,Video,24878,4,210080,504465,507390,72454,,12,4.5,18,4,143.0,45.0,83.0,16.0,0.0
8767,8767,180175,B000053V4L,Video,11690,4,295529,167751,105242,289456,,3,4.5,57,9,11.0,0.0,0.0,63.0,0.0
8768,8768,180179,B000053V4I,Video,23518,2,,,526447,,19907,10,4.0,91,2,0.0,0.0,276.0,0.0,101.0
8782,8782,180424,6300215903,Video,22313,1,,,200827,,,7,4.0,70,6,0.0,0.0,72.0,0.0,0.0
8791,8791,180700,6302348749,Video,19887,3,360553,231234,175375,,,3,4.5,58,3,181.0,43.0,99.0,0.0,0.0
8794,8794,180712,B00000JGGB,Video,36987,4,380137,234292,356196,,304564,2,5.0,4,8,6.0,23.0,3.0,0.0,111.0
8796,8796,180716,B00000JGGI,Video,12149,1,288969,,,,,0,0.0,0,2,11.0,0.0,0.0,0.0,0.0
8800,8800,180740,0793960207,Video,47064,2,,,466120,96304,,5,5.0,14,2,0.0,0.0,280.0,32.0,0.0
8802,8802,180747,6305565740,Video,34828,2,187975,377647,,,,1,5.0,15,3,0.0,196.0,0.0,0.0,0.0
8803,8803,180755,1568327625,Video,9642,5,522191,281125,155513,352500,164014,9,4.0,33,13,22.0,13.0,14.0,19.0,64.0
8805,8805,180768,6303500005,Video,666,5,66050,532666,411107,524937,466406,9,4.5,91,10,313.0,488.0,199.0,74.0,1432.0
8806,8806,180786,B00004TWP3,Video,32761,2,,,342449,480687,,15,4.5,67,2,0.0,0.0,14.0,21.0,0.0
8815,8815,180988,6301611772,Video,32095,2,81766,156240,,,,8,4.5,24,6,20.0,45.0,0.0,0.0,0.0
8819,8819,181089,B00005QAS4,Video,42380,2,,344540,,,442680,1,5.0,3,3,0.0,91.0,0.0,0.0,10.0
8826,8826,181268,B00004SZK6,Video,3621,2,88780,,,,92416,23,4.5,314,5,63.0,0.0,0.0,0.0,45.0
8829,8829,181305,0780630149,Video,23822,4,435761,411824,423755,,387971,10,5.0,34,4,70.0,106.0,30.0,0.0,90.0
8837,8837,181450,B00005Y72I,Video,2041,4,396796,63390,38735,,209242,9,3.5,27,6,23.0,36.0,25.0,0.0,58.0
8838,8838,181451,B00005Y72F,Video,14706,3,34848,122012,122008,,,3,5.0,36,10,68.0,40.0,23.0,0.0,0.0
8839,8839,181452,B00005Y72H,Video,5401,4,,334161,412775,209248,38771,8,3.0,36,5,0.0,30.0,45.0,64.0,33.0
8840,8840,181453,B00005Y72G,Video,15176,4,122012,122008,122010,,70074,6,5.0,67,6,40.0,23.0,32.0,0.0,26.0
8841,8841,181456,B00005Y72C,Video,3457,4,535940,461220,,279872,377308,13,4.5,252,22,120.0,80.0,0.0,77.0,270.0
8844,8844,181548,6304719167,Video,62732,1,542563,,,,,2,5.0,4,1,326.0,0.0,0.0,0.0,0.0
8854,8854,181730,B000063K6K,Video,22450,4,326739,409202,,409204,326740,1,5.0,2,6,0.0,0.0,0.0,0.0,0.0
8855,8855,181734,B000063K6L,Video,31661,5,409202,409204,326739,181730,277405,0,0.0,0,5,0.0,0.0,0.0,2.0,90.0
8860,8860,181800,6300267997,Video,396,1,,,399034,,,41,3.5,278,5,0.0,0.0,618.0,0.0,0.0
8862,8862,181835,6302759978,Video,12041,3,348446,260097,214131,,,8,4.0,22,6,29.0,93.0,11.0,0.0,0.0
8864,8864,181877,6304450648,Video,28586,3,362212,,187490,367378,,1,2.0,1,6,0.0,0.0,12.0,0.0,0.0
8866,8866,181914,6302648521,Video,12746,2,,516386,112817,,,22,4.0,65,2,0.0,171.0,616.0,0.0,0.0
8867,8867,181933,6301480449,Video,24366,3,85759,376759,,159859,,4,5.0,8,9,20.0,22.0,0.0,17.0,0.0
8868,8868,181950,6302498708,Video,40275,1,429748,,,,,3,4.5,22,2,54.0,0.0,0.0,0.0,0.0
8871,8871,182018,6303359930,Video,41503,5,251359,205050,99000,360916,343813,1,1.0,5,9,2.0,0.0,0.0,0.0,0.0
8872,8872,182035,1573628506,Video,26368,3,410284,,323829,164204,,2,4.5,8,3,25.0,0.0,10.0,0.0,0.0
8877,8877,182156,0792257308,Video,34117,5,132229,385368,158282,525615,207039,0,0.0,0,9,13.0,34.0,40.0,1.0,0.0
8883,8883,182212,B00005BCOQ,Video,12139,2,,,164285,370004,,77,5.0,569,2,0.0,0.0,62.0,90.0,0.0
8885,8885,182215,B00005BCOT,Video,11105,5,530243,66791,10584,144982,470842,0,0.0,0,11,37.0,27.0,17.0,20.0,17.0
8887,8887,182258,6304289685,Video,965,4,437231,301330,,109691,252842,11,3.0,129,14,154.0,82.0,0.0,133.0,112.0
8888,8888,182277,B00005BCO9,Video,13233,3,380646,,350978,83239,,5,3.0,24,9,90.0,0.0,71.0,12.0,0.0
8891,8891,182323,6303568335,Video,36795,2,540220,263066,,,,0,0.0,0,4,12.0,29.0,0.0,0.0,0.0
8895,8895,182356,6305550867,Video,27018,2,370965,419307,,,,14,4.0,33,3,125.0,19.0,0.0,0.0,0.0
8899,8899,182520,0789421526,Video,3754,2,445249,,472275,,,1,1.0,2,5,0.0,0.0,8.0,0.0,0.0
8901,8901,182587,6300213234,Video,23537,3,,,132671,303160,534790,12,5.0,21,3,0.0,0.0,18.0,31.0,27.0
8907,8907,182767,0792168771,Video,44229,5,427724,59711,348571,425683,263318,20,4.0,64,5,83.0,55.0,38.0,19.0,49.0
8908,8908,182768,B00005ASQ3,Video,25074,1,,204326,,,,5,3.5,16,1,0.0,56.0,0.0,0.0,0.0
8909,8909,182769,B00005ASQ0,Video,46511,3,505263,,,157672,303716,1,5.0,2,4,21.0,0.0,0.0,17.0,3.0
8915,8915,182863,6302363896,Video,38658,1,,,191884,,,0,0.0,0,1,0.0,0.0,67.0,0.0,0.0
8922,8922,183052,6303418686,Video,33545,2,326171,,,483097,,2,3.5,18,4,4.0,0.0,0.0,0.0,0.0
8924,8924,183067,B00005NSY3,Video,20544,2,,,514587,169658,,13,2.5,143,2,0.0,0.0,461.0,121.0,0.0
8928,8928,183192,6304416423,Video,26867,1,,216163,,,,16,4.0,31,2,0.0,33.0,0.0,0.0,0.0
8931,8931,183230,B0000365E0,Video,24963,5,58149,58150,542487,58151,58182,0,0.0,0,10,0.0,5.0,6.0,0.0,3.0
8934,8934,183332,6302068967,Video,2149,4,,248529,425819,516386,93678,14,2.5,40,5,0.0,14.0,44.0,171.0,111.0
8939,8939,183384,078322673X,Video,41933,3,262316,244581,479483,,,3,4.5,12,3,16.0,63.0,265.0,0.0,0.0
8940,8940,183395,B00004XQOP,Video,24751,5,32880,168637,32879,32875,32871,9,4.0,66,5,20.0,12.0,15.0,67.0,21.0
8941,8941,183402,B00004T1JP,Video,50464,2,170962,392626,,,,0,0.0,0,2,43.0,18.0,0.0,0.0,0.0
8943,8943,183412,B00004XQOO,Video,56091,5,32875,32873,168637,32871,32819,2,5.0,20,5,67.0,39.0,12.0,21.0,32.0
8944,8944,183464,6301971418,Video,1745,1,,,,157341,,27,3.5,96,6,0.0,0.0,0.0,81.0,0.0
8946,8946,183520,6302136210,Video,5716,2,471256,,,261448,,11,4.0,52,3,108.0,0.0,0.0,41.0,0.0
8948,8948,183575,6301846079,Video,24233,3,,372687,186060,293626,,3,2.0,30,3,0.0,3.0,32.0,5.0,0.0
8950,8950,183675,6301966465,Video,813,2,,,202257,457961,,65,4.5,379,3,0.0,0.0,0.0,50.0,0.0
8954,8954,183735,6301761359,Video,11459,1,527337,,,,,5,3.0,35,1,21.0,0.0,0.0,0.0,0.0
