,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote
619,619,15856,B000096IAU,DVD,21874,5,B000089763,B000096IAT,B00016121E,0696217120,B0007SMGU2,9,2.5,147
620,620,15906,B00008VX40,DVD,16564,5,B00028G4YQ,B00028G4XM,B000089QG5,B0000640UG,B00005LC19,3,4,28
621,621,15930,6305161461,DVD,16210,5,B00000JKW2,6305120382,6305371539,B00000JMOW,B00005BABM,3,3.5,10
622,622,15969,6305182051,DVD,1904,5,B000065V3L,B0000542C9,B000065V3K,0783225482,B00005T7I0,68,4,309
623,623,16049,6305784892,DVD,30069,5,B0001932ZU,B0002ERXB8,B00000FE2D,B00023P4I8,B00007ELED,18,3.5,100
624,624,16168,0780627822,DVD,8219,5,6305505780,B000035Z28,B00005JL72,0783240201,B000035P5I,19,4,31
625,625,16218,0767018877,DVD,17706,5,B00000JSJF,0767018907,B00000JSJE,0767024494,0767024524,7,4.5,74
626,626,16231,B00004REJN,DVD,37881,5,B0001906UY,B00009MEIH,6305337373,B0001DCYRS,6305976333,4,3,42
627,627,16264,6305433860,DVD,18930,5,1558908269,630580379X,B00000JGOW,B00008IHUC,0780619331,23,3.5,79
628,628,16392,B000067IXY,DVD,53035,0,,,,,,0,0,0
629,629,16457,B00008G8OX,DVD,44967,5,B00006L90O,B00006HAW2,B000067IVV,B000068M9U,B000063IMT,0,0,0
630,630,16588,B00004YNV3,DVD,49356,0,,,,,,1,1,17
631,631,16604,B00004YNV2,DVD,64291,0,,,,,,0,0,0
632,632,16646,B00003W8NN,DVD,40656,5,B00004WI5F,6305327084,B0007OCG4W,6305428085,B00004YYDI,75,4,186
633,633,16649,B00003W8NS,DVD,5173,5,B00008EY6M,6305874905,B00004Z4WT,B00005V1Y2,B000059XUR,266,4.5,589
634,634,16650,B00003W8NT,DVD,13616,5,B0000541AK,B0000YEE6M,630469623X,B00005JLG1,6305505780,26,4,41
635,635,16652,B00003W8NU,DVD,19737,5,B0000640RW,0965867404,B00009MEFC,B00061QJSK,B0000A02VU,19,3.5,175
636,636,16738,B00004TJ0I,DVD,37939,5,B00004T3B8,B00017LVSM,B00004T3BB,B000059H6U,B00005MKL5,4,3.5,16
637,637,16794,B000055ZLC,DVD,12129,5,B000056B0J,B000083C4U,B0001XARPO,B00005YUNZ,B000077W1A,8,3,68
638,638,16795,B000055ZLF,DVD,51937,0,,,,,,3,3,16
639,639,16796,B000055ZLE,DVD,21171,5,B000063K07,B000077W1A,B00008O2ZL,B00003TKEJ,B000067IXB,8,3.5,81
640,640,16831,B000055ZL5,DVD,45234,5,B000053UYX,B00004W5XG,B00008AOSO,B0000A2ZOO,B00008G8PK,2,4.5,2
641,641,16833,B000055ZL7,DVD,31162,5,B00004YA16,B00005A41L,B00005CBSV,B00005LQ0G,B00005LQ0H,6,4.5,25
642,642,16963,0783230648,DVD,43052,5,0790732157,0790729970,0780618556,6304696469,B0000AKCKI,118,4,297
643,643,17019,0792164962,DVD,878,5,0790731525,6304712952,6305181810,B00005B6JZ,B00005ATZT,59,3.5,299
644,644,17060,6305474842,DVD,27836,5,B000059XTK,B00009AOBI,B000059HAN,0790732262,B0000542C7,23,4.5,153
645,645,17098,B00004WLVS,DVD,22005,5,B0000639EE,0767821807,B00020X88Y,B00005JKF6,B00008LDNZ,13,4,83
646,646,17140,B00005A074,DVD,45388,1,B0002OOUI2,,,,,3,4,13
647,647,17303,0800141849,DVD,6206,5,B00005OLYF,B00001W9G0,B00005O3VD,B00006FDCC,B00005QCTZ,59,3.5,347
648,648,17351,B00005JL7Q,DVD,3890,5,B00005JMFQ,B0002W4SWC,B000023VTP,B00000JRTX,B00008NRI8,230,4.5,1374
649,649,17353,0792844882,DVD,2923,5,B00005JMIJ,B00005JMX6,B00023P4I8,B00000JGHS,B0001GF2D8,225,4,1590
650,650,17396,B00005JL72,DVD,1460,5,6305310343,B00005U5AC,0780627822,B00005RYOQ,B0000541AK,49,4.5,80
651,651,17401,B00005JL78,DVD,1906,5,B00003CXXP,B00023B1LC,B00005JLSB,B0001JXOVC,B00005JN2Z,610,4,3078
652,652,17421,6305428522,DVD,17104,5,6304696493,B00003CWRX,B00000K3CS,6305252521,B00012QM8G,49,4.5,172
653,653,17445,B00005ICEE,DVD,25710,5,B00005J74M,B00006RCKJ,B00005U8EY,B00005U8EZ,B000065Q98,6,4.5,14
654,654,17448,B00005ICEC,DVD,16507,5,B00005MKOD,B00008J2F5,B00008J2F1,B00006AUK2,B00007G1U9,6,4.5,79
655,655,17459,B00005A07O,DVD,50886,0,,,,,,3,4.5,8
656,656,17578,B00005QW74,DVD,25662,5,B000056BRU,B0000633SV,B00006FDD9,B0001US5T2,B000087F6O,24,4.5,104
657,657,17639,B00006JDUY,DVD,35143,5,B00003OSU4,B00004U2EH,B0002T1EEK,B00006672N,B00005OSLK,10,3,48
658,658,17641,B00006JDUE,DVD,7789,5,B00008WFU4,B00006JK1S,0767803434,B00003CXXV,B00015YVDG,39,3,261
659,659,17648,B00006JDUW,DVD,33521,5,B00006JDUV,B00006LPGV,B00006LPGW,B0000AINL6,B0001E8B42,8,4.5,19
660,660,17649,B00006JDUU,DVD,43256,5,B00006SFLK,B0000TPBDW,B0001GWBHS,B0000897DK,B0002B55CA,1,5,9
661,661,17650,B00006JDUT,DVD,45796,0,,,,,,1,5,5
662,662,17651,B00006JDUV,DVD,19169,5,B00006JDUW,B00006LPGV,B00006LPGW,B0000AINL6,B0001E8B42,13,5,39
663,663,17662,B000089765,DVD,5154,5,B00008RUZV,B00020HB0K,B0000897B3,630477334X,B0000648YW,12,4.5,46
664,664,17683,B00006JDU8,DVD,6396,5,0792164903,6305897786,B00005R87R,B00000IRE6,B00005Q79A,322,4,1389
665,665,17686,6305133131,DVD,6966,5,0784011168,0780622553,B00004VVN9,B0002DB50E,0790729628,52,3.5,378
666,666,17723,6305350221,DVD,5117,5,B00005JKFR,B00004RF9B,0790747324,B00005NG6A,B000067FP3,125,4,991
667,667,17777,B00006AFF5,DVD,29051,5,B000068TQV,B00004VVP9,B00005JLQ8,B0000AQS6R,B00000JKNR,280,3.5,1254
668,668,17780,6305428514,DVD,1972,5,B00000ILBM,078321958X,B00005T7I1,B0006IIPIK,B00000IQW3,73,4,194
669,669,17827,6305732248,DVD,46442,5,B000062XFY,B000034DDO,B00005B6LL,B00004REEX,B00004STT7,2,3,10
670,670,17884,B00000JQU9,DVD,5911,5,B00005JKGZ,B00005U8QP,B0002OXVDW,B0001AW106,B0007939MU,70,4.5,472
671,671,17897,B00001TZ6K,DVD,33658,5,B00006JZI2,B00005K9OE,B00006JU8F,B0000694ZS,B0001I55VA,26,4,230
672,672,17988,B000053GTF,DVD,6391,5,157330042X,B00005UT30,B000066JRZ,B00024GPTY,B00004ST9Q,30,4,176
673,673,17992,B000053GTB,DVD,22936,5,B00005RIYE,B0000BWVAE,6304765215,B00004Y2PT,B000068QPY,19,4,65
674,674,17997,B000053GTJ,DVD,58375,0,,,,,,1,3,5
675,675,18001,B000053GTH,DVD,36399,5,1573301108,630501972X,B0001CCXBQ,157330039X,B00005M2BY,11,4.5,43
676,676,18032,B000053GT6,DVD,42073,2,B00061H2KE,B0000B1OBD,,,,3,4.5,16
677,677,18033,B000053GT5,DVD,33696,5,B0000A02WY,B0002VGTBQ,B00007ELE1,B0002O76LK,B0002NRRVK,1,5,18
678,678,18037,B000053GT1,DVD,14983,1,B00005LMAE,,,,,1,3,5
679,679,18090,B000067DMW,DVD,63620,0,,,,,,0,0,0
680,680,18153,B00005RRJQ,DVD,61229,0,,,,,,2,2.5,2
681,681,18189,1559409061,DVD,9275,5,6305789797,B00009MECG,B00009MECB,B00009MECE,6305796203,37,4.5,155
682,682,18228,B000085EFA,DVD,22636,5,B00005BIFZ,B00004VWUF,0767025520,B0007Z0O04,B0001US5PQ,3,4.5,19
683,683,18231,B000085EFC,DVD,2076,5,B000069YWP,B0000VLKVW,B00006RCNF,B00005NRNG,076790396X,64,4,858
684,684,18232,B000085EFE,DVD,4891,5,B0001WTWS8,B00008ZZ7B,B00006RCLG,B00004RF97,B0000DD780,46,4.5,371
685,685,18234,B000085EFG,DVD,2666,5,B00000IQC2,B000065V3P,B00007AJDG,B000077VPB,6305161933,78,5,143
686,686,18235,B000085EFK,DVD,5898,5,B000069I1H,B00024JC4E,B00005JLRQ,B00003CXJ1,B00003CXWS,69,3,141
687,687,18236,B000085EFN,DVD,17235,5,B00007M5I5,B00007M5I3,B0006H659C,B0007OCG6K,6304544081,38,2.5,135
688,688,18237,B00005JKHP,DVD,2762,5,B0000683DH,B00006G8HX,B000083C49,B0000UJL96,B0000AUHOH,359,3.5,1160
689,689,18239,B00005NMYY,DVD,45193,5,B00006SFJO,B0002MHE28,B000750OEA,B00013NEJU,B00004YRZB,43,4.5,107
690,690,18246,B00005JKHX,DVD,5942,5,B0000DC13R,B00004ST9H,B000095J7Q,B00000I018,B00000I02K,292,4.5,755
691,691,18253,B00005JKHN,DVD,467,5,B00003CXCQ,B00001QEE7,B00003CX8Y,B0000TG9E2,B00005KARK,165,4.5,1009
692,692,18255,B00005JKHF,DVD,11845,5,B00007AJED,B00009WVM1,B0002HODE0,B0002JP44G,B000244FZU,35,4.5,225
693,693,18262,B00005JKH5,DVD,3817,5,B00005JLJK,B0002CR04A,B0006HBV3M,B00008LDNZ,B0006H32DY,40,4.5,226
694,694,18263,B00005JKH9,DVD,1324,5,B000056WRD,B0001AG01M,B00005S8KU,B000055Y0X,B00005JL0I,106,4.5,456
695,695,18278,B000085EF8,DVD,18111,5,B00005YNTR,B00005Y7AN,B00005Y7AM,B00019PDWK,0553609416,23,3.5,158
696,696,18438,0738900370,DVD,10338,5,B0001CCY0G,B00005NGA2,B0000TSRAQ,157330056X,6305019681,65,4.5,186
697,697,18462,6305701202,DVD,57914,5,B00008AOVJ,B0001Y4MFY,6305912548,B000067IZE,630591253X,4,4,15
698,698,18476,6305408998,DVD,18511,5,B00004TJH0,B00000HXFF,6305262268,1573623768,B00001IVFG,48,4,240
699,699,18666,B000031EFY,DVD,7790,5,B00029RTAI,B00000JNNB,B00005TPMA,B00008WJEQ,B000031WD9,120,4.5,382
700,700,18698,B00004TIXZ,DVD,18382,5,B00005N5SN,B000267J10,B0000633UD,B000002LE9,B00004TLV8,9,4.5,101
701,701,18754,B00006JDVZ,DVD,15166,5,6304857276,630502054X,B0000507OK,B00008WJE2,6304747209,39,3.5,137
702,702,18759,6305609640,DVD,44135,5,B00003CXDG,B000065V3G,B00005B6JZ,6304711891,6304806434,6,5,38
703,703,18766,B00006JDVY,DVD,24863,5,6305176167,B00004TJGZ,B0001Y4LEQ,B00023P4I8,B000784WNQ,3,4,29
704,704,18805,1572522178,DVD,8594,5,B0002V7OCO,B0002I84JO,B00005RRJI,B0002MFG8M,B0001KNHAO,31,4.5,204
705,705,18824,B00000K31Q,DVD,1379,5,6305428255,B00001MXXE,B00000F0AD,B00003CXTS,B00006ZXSL,387,4.5,1034
706,706,18825,B00000K31S,DVD,36521,5,B00005RYKY,B00068NVG6,B00000J28K,0783233493,B00004RFEI,147,3.5,595
707,707,18826,B00000K31U,DVD,17841,5,6305972591,B0001W1BZU,6302859190,B00005NG6C,B00005OKQF,32,3,100
708,708,18827,B00000K31T,DVD,2807,5,B00005PJ6Q,B00004W18Z,6305128928,0972143602,B00076ONUU,75,4.5,325
709,709,18833,B00000K31V,DVD,6218,5,0780622553,0767821629,0767805712,B0002DB50E,B000056VOT,210,3.5,943
710,710,18894,B00007AJE8,DVD,28526,5,B00007AJEA,B00012FWZU,B00005S8KU,B00006FDAY,B000056WRD,3,4.5,5
711,711,18898,B00007AJE2,DVD,32790,5,B00004YZEM,B0007Q6VXC,B00003W8NS,B00000I1RL,B0000TPA1K,2,4.5,7
712,712,18899,B00007AJE1,DVD,3878,5,B00005JMUK,B00005JMWP,B0001Z52RU,6304712928,B00005JN0W,60,3.5,182
713,713,18900,B00007AJE3,DVD,18392,5,B00008UALG,B00003CXTM,B000056PNL,B00004STDN,0784011230,37,3,103
714,714,18901,B00007AJE4,DVD,39675,5,B000095J76,B000077VPR,B0000JBAO6,B0001AD56A,B0007TFIGK,6,4.5,24
715,715,18903,B00007AJE7,DVD,19728,5,B00007AJE5,B00012FWZU,B00007AJEA,B00005S8KU,B00006FDAY,3,4.5,10
716,716,18905,B00007AJE5,DVD,6707,5,B00012FWZU,B00007AJEA,B00007AJE7,B00006FMAT,B00005S8KU,9,4.5,19
717,717,18909,B00005NTOH,DVD,17910,5,B00007M5KK,B00003CXIY,B000065RTH,B000065RSQ,B00008972F,259,3,1457
718,718,18910,B00005NTOI,DVD,11819,5,1561719730,1892049236,B00005Y6YG,B00005M20J,B00008978L,9,4,59
719,719,18912,B00005NTOG,DVD,32692,5,0792299914,B000059TO6,0792294157,B00008V2X1,0792299922,8,4.5,68
720,720,18916,B00005NTOE,DVD,10836,5,B00003JRAJ,B00000IBUE,B00007G1ZN,B00009KTYS,B00005UJ9X,3,2.5,20
721,721,18953,B00007AJEP,DVD,13731,5,B00008G90O,B00007D5JQ,B00005RDSK,0764524879,0825628733,2,3.5,16
722,722,18957,B00005NTO4,DVD,3594,5,B00020HAWY,B0000C3I1G,B0000AGQ24,B0001M3MXO,B0000844MW,44,4,762
723,723,18958,B00005NTO3,DVD,17323,5,B0000541SB,B0000844MW,B0000C3I1G,B0000844MJ,B0000996IX,31,4.5,270
724,724,18959,B00005NTO0,DVD,15015,5,B00005NTNY,B0000541S9,B0000541UH,B0000844MW,B0000996IX,5,4.5,33
725,725,18960,B00007AJEI,DVD,29518,5,B00005AFSL,B0002JP2OI,B000777JH8,B0002CR04A,B00008QS9K,7,4.5,38
726,726,18961,B00007AJEH,DVD,12880,5,B000067IWX,B0006Q942I,B0001XAQ7I,B00078FAOQ,B0002ZYDKQ,12,4.5,51
727,727,18964,B00007AJEK,DVD,7328,5,B00007JZVB,B000621452,B00005N8AL,B0006H31OY,B00005N8AM,20,3.5,188
728,728,18965,B00007AJEO,DVD,12555,5,B000065CF9,B000065CF8,B000065CF7,B000065CF4,B000065CF5,1,3,7
729,729,18966,B00007AJEL,DVD,36295,5,B00007G1VN,B00007AJEM,B00028G6EY,B0001906P4,B0006H31NU,17,4,116
730,730,18968,B00007AJEN,DVD,5604,5,B00005N8AP,B0000E6XDV,B0000TG992,B00007G1VM,B00062134Y,6,4.5,91
731,731,18969,B00007AJEA,DVD,28153,5,B00012FWZU,B00007AJE5,B00005S8KU,B00006FMAT,B00007AJE7,3,4.5,5
732,732,18970,B00007AJEC,DVD,28531,5,B00012FWZU,B0001AG01M,B00006FMAX,B00005JKH9,B00005S8KU,2,4,39
733,733,18971,B00007AJEB,DVD,22725,5,B0001US47U,B00009AVA8,B000274THQ,B0000AUHQG,B000056WR4,1,5,13
734,734,18972,B00007AJEE,DVD,39549,5,B0001I55QK,B00000IQW3,B0001I55RO,B0003JAONG,B00005JKU0,27,4,101
735,735,18994,B00008CMT0,DVD,14691,5,B000031EGW,B00008CMRL,B00008CMSY,B00005JLV5,B0001FVDW8,12,3.5,97
736,736,18996,B00008CMT4,DVD,1955,5,0783225725,6304698801,0783228007,B00005NTNW,6304698682,22,4,120
737,737,19226,B00009MEKQ,DVD,5115,5,B0000714BU,B00004YL61,B00005BKZL,B00000G3PV,6305922756,58,4.5,168
738,738,19264,6305537348,DVD,43630,5,B00001W9G0,B00002ND7A,B0000507P8,B0000AUHQA,B0001CNRBG,26,4.5,104
739,739,19280,6305311463,DVD,18967,5,B0001L3MI0,6304711891,B0002V7OI8,B00004RFFI,6304806434,1169,3.5,3348
740,740,19327,B00006LPAU,DVD,49299,5,B00006LPAS,B00007L4L3,B00007L4L5,B00007L4L4,B0001BMMBI,2,5,2
741,741,19391,157132528X,DVD,4501,5,B000075BI1,1571323767,B00008W2TQ,B0000CBY1E,B000063N5K,12,5,34
742,742,19515,B00000F4L7,DVD,29601,5,B000065V3C,B0002JP2OI,B0001US47U,B00007KQ9X,B0000B1A36,6,3.5,60
743,743,19542,6305906947,DVD,5084,5,B00005ALMM,B0000AUHPK,0767812115,B00066FB3O,0767847415,38,4,446
744,744,19586,B00007E1NC,DVD,44252,5,B00007E1N5,B00007E1NB,B000060JYH,B00000ICA9,B00015NN7Q,0,0,0
745,745,19588,B00007E1NB,DVD,10361,5,B00007E1N5,B00064ALLI,B00000JFG3,B000008PHM,B00005O4UG,2,5,43
746,746,19602,0767846869,DVD,6849,5,B00001U0DW,B0000SXK0Y,B00008DDJ6,B0000WN13Q,B00009XN2Y,109,4.5,646
747,747,19639,B00002ND7A,DVD,5164,5,B0001CNRBG,0767827813,6305537356,B00003CXD0,B0007QJ1XE,30,4.5,139
748,748,19640,B00002ND7B,DVD,3168,5,B0000AUHQA,6305558140,B0000DJZ8Q,B00004RF86,B00005U12Q,49,4.5,392
749,749,19645,B00002ND7X,DVD,15437,5,B00028HBMK,B0007XT8CG,B0000CH9BH,6303191347,6305180512,28,4,118
750,750,19652,B00002ND7R,DVD,15146,5,B0000942N3,B0006A9I5M,B0000558NQ,B00023B1A8,B0000DIJN8,32,4,105
751,751,19660,B00002ND7U,DVD,36422,5,B0000DJYP4,B0001EQI92,B0000YEEG2,B0001DCYPA,B0001US6P0,10,3.5,61
752,752,19694,B00002ND79,DVD,6282,5,B00004RJ73,B00008977D,B000065V3P,0780621611,B00003CXDS,20,4,95
753,753,19702,B00002ND77,DVD,2846,5,B00005JND5,0790729717,0790732211,B00000JRW6,B00004XQMV,100,4.5,738
754,754,19704,B00002ND76,DVD,4481,5,B000059TFO,0790732211,B000053V7G,B00006SFJL,B00006LPHJ,7,3.5,61
755,755,19715,6305307210,DVD,24435,5,6305600937,B000067D6N,B00005JKSO,B0000E69GN,B00004Z4VY,13,4,98
756,756,19728,6305186626,DVD,48026,5,B00005RG6T,B00004XS3D,B0000CA1DA,B00005RYNO,B00006HAXH,4,4,17
757,757,19747,B000035Z3P,DVD,65025,0,,,,,,190,4,639
758,758,19853,B000035Z38,DVD,4093,5,B00003CXDV,B00003CXPJ,B00005R874,B0006IIPIK,B00008EY65,202,3.5,2424
759,759,19921,B00000G0DM,DVD,13696,5,B000093NSH,B0002HOES0,B00000K0EJ,B00000JQSM,B00000JNVG,2,4,16
760,760,19926,B00000G0DU,DVD,54129,2,B00004YKQD,6302622948,,,,9,3.5,89
761,761,20056,B00005U2FJ,DVD,13613,5,B00011Y1QC,B0002MPQRS,B00005QW5T,B00002CGGH,B0002MFG7S,13,3,65
762,762,20059,B00005U2FI,DVD,25771,5,B0002V7OCO,B0002I84JO,B00013WVI0,B0001BMMHW,B0001KNHAO,18,3.5,242
763,763,20066,B000065AYC,DVD,20213,5,B000067IWZ,B0002VEYPE,B000065AYX,B000092Q53,B000065AYY,3,5,8
764,764,20093,6300157563,DVD,6634,5,B00005AUJQ,B00005ATQF,B000068TPN,6305161941,B00005R23U,88,4,748
765,765,20109,0767821548,DVD,16345,5,0783228465,076780970X,0767804252,B0000542CD,0783226748,40,3,52
766,766,20152,B000068U03,DVD,38165,5,B000068DBC,B00005JMUA,B00005JMEW,B000068DBD,B00006FDCF,406,4.5,1939
767,767,20153,B000068U02,DVD,20553,5,B000068DBC,B00005JMUA,B00005JMEW,B000068DBD,B00006FDCF,407,4.5,1884
768,768,20155,B000068U01,DVD,24735,5,B000068DBC,B00005JMUA,B00005JMEW,B000068DBD,B00006FDCF,406,4.5,1934
769,769,20157,B000068U00,DVD,24895,5,B000068DBC,B00005JMUA,B00005JMEW,B000068DBD,B00006FDCF,406,4.5,1925
770,770,20172,B000063V8G,DVD,11084,5,B00005K9OE,6305950547,B0001I55VA,B00004R99Y,B0000TG9BA,29,3,94
771,771,20176,B000063V8M,DVD,8475,5,B000035Z2T,B00005T7H3,B000089G5O,B0000764FF,B00008Y47T,42,2,134
772,772,20178,B000063V8I,DVD,923,5,B0000BWVA3,B00005YUPQ,B00008WFHE,B00007J88T,B00024I2VI,134,3,297
773,773,20180,B000063V8K,DVD,4685,5,B0000CDL93,0783116918,B00007M55W,6304696493,B00005J760,89,4,632
774,774,20181,B00002VW7Q,DVD,35564,5,B000053VC8,B00013NEMC,B000051SGZ,B00004WL4S,B00005R1ME,4,3.5,50
775,775,20182,B000063V8U,DVD,3867,5,B000063V8V,B000063V8T,B000063V8S,B000063V8R,B000062XFG,28,4.5,322
776,776,20183,B000063V8T,DVD,3665,5,B000063V8U,B000063V8S,B000063V8V,B000063V8R,B000062XFG,40,4.5,409
777,777,20185,B000063V8V,DVD,3999,5,B000063V8U,B000063V8T,B000063V8S,B000063V8R,B000062XFG,48,4,689
778,778,20186,B000063V8R,DVD,5073,5,B000063V8S,B000062XFG,B000063V8T,B00005Y1NF,B000063V8U,54,4.5,779
779,779,20294,B00002IJ0L,DVD,42089,5,B00002IJ0T,B00001WY8J,B00004U3V1,B00001WY8I,B00000K500,3,4.5,9
780,780,20384,B00005AX71,DVD,57771,5,B000089QEK,B0000DC11X,0970368119,B00005A1TH,B0000C5RQB,2,5,11
781,781,20475,B00005AQ4V,DVD,36536,5,B00004WC8A,B0000A4GAG,B0000A4GAI,B00008OTUE,B0001EFUDW,3,4,36
782,782,20479,B00005AQ4U,DVD,35446,5,B000059ZRM,B00004WC8C,B00005RYML,B00005RYMV,B00005AQ4V,4,4,32
783,783,20481,6305310335,DVD,8727,5,B00005U5AH,6305127697,0767809726,6305308837,0792160347,19,4,86
784,784,20487,6305951667,DVD,48132,5,6305131082,B00009MGFR,B0000CABH8,B00005UW7E,B00005V1XW,14,2.5,47
785,785,20520,B0000687E6,DVD,46552,0,,,,,,0,0,0
786,786,20531,6304970471,DVD,10908,5,B00000JGNP,B0000A9GHD,B00004W458,B00003CXGG,B00004YYDI,98,3.5,240
787,787,20547,B0000687E8,DVD,16593,5,B0000DI86R,B00000JN2W,B0000640T3,B0002F6B4M,B0002UNQ5Y,4,5,36
788,788,20590,B00005R5W9,DVD,34354,5,B00005LOW6,B0007P0XL4,B00007E6WV,B0000ADXF8,B0000AMKBI,80,4.5,321
789,789,20594,B00008L3MH,DVD,2187,5,B00005OW09,B00005QCW4,B0001DCYCS,B0000639E0,B00005NX1N,81,4.5,468
790,790,20595,B00008L3MG,DVD,30627,5,B000094J8W,B000087F6X,B0000A1HOP,B0000TG49M,B0000C3IB8,8,5,51
791,791,20596,B00008L3MI,DVD,22629,5,B00007L4L7,B00006LPEW,B00006BS5Q,B0000648YI,B00005UDXF,26,4.5,90
792,792,20598,B00008L3MK,DVD,32923,5,B00007L4LD,B00004YZFX,B0001AW106,B00005ALM7,B00005NGAD,8,5,51
793,793,20599,B00008L3ML,DVD,13422,5,B00000K4YX,B0000714BA,B0001AW106,B00000JQU9,B0002TSZN8,14,5,151
794,794,20602,B00005R5W1,DVD,21032,5,B000053VB9,B0000TWMT8,B0000696I2,B00005N7Z5,B00007AJG2,14,4,24
795,795,20616,B000059H8F,DVD,31167,5,B00005NFZS,B00005R5H7,B00005OCKU,B00006LPED,B00004Y7IC,2,5,31
796,796,20621,B0000687EP,DVD,54094,0,,,,,,0,0,0
797,797,20624,B00005NYFS,DVD,10945,5,B0001WTUIU,B0002WZTJS,B00005RYKX,B00009QGA7,B0002XVRWK,49,4.5,294
798,798,20657,B0000687EB,DVD,8205,5,B0000950X4,B0001Y4JPM,B0001KNDTO,B0003JAO5Y,B0006SSQ84,0,0,0
799,799,20677,B0000687ED,DVD,40558,5,B000053GTD,B000002SRN,B0002JYAG4,B0000DI86O,B00015EDMK,4,4,48
800,800,20681,B0000687EJ,DVD,43557,5,B0003JAO5Y,B0000C5RQK,B0002VGTU2,B0001KNDTO,B0000950WZ,0,0,0
801,801,20764,B00000DHK7,DVD,58958,0,,,,,,0,0,0
802,802,20875,6305079773,DVD,55983,2,1565952170,6302280532,,,,6,4,11
803,803,20894,1896306330,DVD,43670,5,B000053VB1,B00005JM8W,0784011702,B00005R5GM,B00023XK52,3,3.5,26
804,804,20913,B000059XUC,DVD,55848,0,,,,,,1,5,1
805,805,20971,B00004XMTJ,DVD,27511,5,0783240287,0767812131,0151686564,6304806418,B00005NGAE,465,4.5,841
806,806,20972,B00004XMTO,DVD,24294,5,B0000E1WJA,B00006RJA5,B0003JAOPE,B0006IUDTY,B0000B1OEK,4,5,10
807,807,20975,B00004XMTD,DVD,52352,0,,,,,,0,0,0
808,808,20977,B00004XMTE,DVD,18994,5,B00005CDV4,B000060MW1,B00004XMTF,B0000648XV,B00000IML5,11,4.5,184
809,809,20978,B00004XMTF,DVD,8236,5,B00000IML5,B00004YKPT,B00005CDV4,B000060MW1,B0000648XV,5,4,74
810,810,21029,B00004XMT9,DVD,52448,0,,,,,,3,2,14
811,811,21030,B00004XMT8,DVD,43913,5,B00004STHG,B00004YRIT,B0002MPQRS,6305761299,B00009AV9L,4,1.5,50
812,812,21038,B00004XMT7,DVD,33772,5,B0002I84JO,B00013WVI0,B0000DD75N,B00064AFFA,B00005NC61,27,3,330
813,813,21099,B00006RJ63,DVD,6848,5,B0001JXP8Y,B00065GX96,B0001WTUI0,1559213108,B0006Q94AA,19,4.5,124
814,814,21138,B00007MEZ2,DVD,53543,0,,,,,,0,0,0
815,815,21159,6305841977,DVD,20153,5,B0001V6ZKC,B00007ELED,B0002ERXB8,B00005QJIG,B0001FVEC2,10,3.5,77
816,816,21293,B000059PP8,DVD,17865,5,B00005JNCZ,B0000WN0ZK,B0006GAOJ0,B0002TT0MI,B00005JXYF,6,3,49
817,817,21295,B000059PP9,DVD,49330,5,B00027JYEY,0780021096,B000059POZ,B00002RATF,B000059H74,2,5,13
818,818,21298,B000059PP2,DVD,9874,5,B00005Q4D7,B0000AUHOM,B00006G8H4,B000056WR3,B0001Z37HM,33,3.5,296
819,819,21299,B000059PP3,DVD,29701,5,B00000JT2R,6305807957,6305807930,B00000IBRJ,B00000IBRI,19,3.5,63
820,820,21300,B000059PP0,DVD,31595,5,B00000GHZJ,B00005R1N3,6305238065,B00019PD52,1573471046,18,4,113
821,821,21302,B000059PP1,DVD,5248,5,B00005J6RD,0671729411,0671729470,067172942X,0671729454,61,3,183
822,822,21304,B000059PP6,DVD,29020,5,B0000AOX0F,B0000A02VU,B0000A02VT,B00005JXYJ,6305261318,19,3.5,70
823,823,21306,B000059PP4,DVD,22967,5,B0002B15WO,B0002IQE2I,B0002I84JO,B0006JMLAW,B0002IQJ5U,17,4.5,44
824,824,21344,B000059PPJ,DVD,38874,5,B0001NBMHQ,B0001GF2FQ,B0001NBMH6,B0001GF2GA,B000228EK4,17,4.5,99
825,825,21345,B000059PPK,DVD,23578,5,B0000BUZKP,B00005JKSO,B0000633SC,B0001A67AQ,B0006HC0I2,9,4,208
826,826,21346,B000059PPH,DVD,16116,5,B00005ASGE,B0001DCXWE,B000059PPI,B000094J5Y,B00004ZBVG,7,4,24
827,827,21347,B000059PPI,DVD,6226,5,B00004TX5G,0783114893,B0001FGBWK,B00004RERE,B00005QCVU,15,4.5,49
828,828,21348,B000059PPN,DVD,9964,5,6305972052,6305840024,B00005U128,6305807957,157362408X,94,3.5,312
829,829,21349,B000059PPO,DVD,10924,5,B000059PPP,B00005R248,B00005R247,B00003CWHQ,B000059PPT,7,4.5,77
830,830,21350,B000059PPL,DVD,5337,5,B00005NG6A,B00005R1O7,B00008G96N,B00006CXGG,B0002V7O2Y,16,4.5,140
831,831,21351,B000059PPB,DVD,4721,5,B0002TSZH4,B00005Q6IM,B00008ZZ9E,B0002JP2OI,B00003CWQL,30,4.5,198
832,832,21352,B000059PPC,DVD,11358,5,6305971935,B00019GHQ6,B000094J7K,B00007L4N9,B00006LPC9,19,3.5,56
